row_id,target,expected,token_id,reference,surface,normalized_surface,lemma,gram_class,case,gender,number,person,mood,tense,voice,decision,reason,source
SG-28,ayā,INS.SG demonstrative or adverbial,b06_h066_04_zur_a_05,RV 6.66.4a,áyā,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h068_06_zur_c_01,RV 6.68.6c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h068_11_zur_c_05,RV 6.68.11c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h069_06_zur_c_04,RV 6.69.6c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b06_h069_08_zur_d_02,RV 6.69.8d,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h070_02_zur_d_01,RV 6.70.2d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h070_05_zur_d_04,RV 6.70.5d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h070_06_zur_d_04,RV 6.70.6d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,ayā,INS.SG demonstrative or adverbial,b06_h071_06_zur_d_01,RV 6.71.6d,ayā́,ayā,ayám,pronoun,INS,F,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h074_02_zur_d_01,RV 6.74.2d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b06_h074_03_zur_a_04,RV 6.74.3a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-26,tvā,INS.SG pronoun,b07_h001_13_zur_c_01,RV 7.1.13c,tvā́,tvā,tvám,pronoun,INS,,SG,,,,,accepted,instrumental singular pronoun,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h001_18_zur_a_01,RV 7.1.18a,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h002_08_zur_d_02,RV 7.2.8d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b07_h003_07_zur_d_01,RV 7.3.7d,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h004_05_zur_c_02,RV 7.4.5c,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h005_08_zur_a_03,RV 7.5.8a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h006_05_zur_a_02,RV 7.6.5a,dehyàḥ,dehyaḥ,dehī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h006_05_zur_b_02,RV 7.6.5b,aryápatnīḥ,aryapatnīḥ,aryápatnī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h010_01_zur_d_01,RV 7.10.1d,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b07_h015_02_zur_a_02,RV 7.15.2a,páñca,pañca,páñca-,nominal stem,ACC,F,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h015_05_zur_a_03,RV 7.15.5a,śríyaḥ,śriyaḥ,śrī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b07_h016_01_zur_a_01,RV 7.16.1a,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b07_h016_10_zur_d_01,RV 7.16.10d,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h021_08_zur_c_04,RV 7.21.8c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h022_03_zur_c_01,RV 7.22.3c,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h022_04_zur_c_05,RV 7.22.4c,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h022_07_zur_a_03,RV 7.22.7a,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h022_09_zur_c_01,RV 7.22.9c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h023_04_zur_a_04,RV 7.23.4a,staryàḥ,staryaḥ,starī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h024_04_zur_d_01,RV 7.24.4d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b07_h025_03_zur_a_01,RV 7.25.3a,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b07_h025_03_zur_b_01,RV 7.25.3b,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h025_03_zur_d_01,RV 7.25.3d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b07_h026_03_zur_b_01,RV 7.26.3b,yā́ni,yāni,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h026_04_zur_d_01,RV 7.26.4d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h027_01_zur_b_04,RV 7.27.1b,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h029_02_zur_d_04,RV 7.29.2d,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h029_03_zur_d_06,RV 7.29.3d,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h031_12_zur_a_02,RV 7.31.12a,vā́ṇīḥ,vāṇīḥ,vā́ṇī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h034_20_zur_a_04,RV 7.34.20a,pátnīḥ,patnīḥ,pátnī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h034_21_zur_b_02,RV 7.34.21b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h034_23_zur_b_03,RV 7.34.23b,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h034_25_zur_b_02,RV 7.34.25b,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h035_05_zur_c_03,RV 7.35.5c,óṣadhīḥ,oṣadhīḥ,óṣadhī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h042_06_zur_c_05,RV 7.42.6c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h045_04_zur_c_04,RV 7.45.4c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b07_h046_03_zur_c_01,RV 7.46.3c,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h047_03_zur_b_01,RV 7.47.3b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h048_01_zur_b_01,RV 7.48.1b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h048_04_zur_c_02,RV 7.48.4c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h049_01_zur_d_03,RV 7.49.1d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h049_02_zur_d_03,RV 7.49.2d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h049_03_zur_d_03,RV 7.49.3d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h049_04_zur_d_03,RV 7.49.4d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h050_04_zur_d_02,RV 7.50.4d,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h050_04_zur_e_02,RV 7.50.4e,nadyàḥ,nadyaḥ,nadī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h053_03_zur_c_01,RV 7.53.3c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h055_08_zur_b_01,RV 7.55.8b,nā́rīḥ,nārīḥ,nā́rī-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h055_08_zur_c_01,RV 7.55.8c,stríyaḥ,striyaḥ,strī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h056_17_zur_d_02,RV 7.56.17d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h056_20_zur_d_05,RV 7.56.20d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b07_h056_23_zur_b_02,RV 7.56.23b,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h056_24_zur_a_01,RV 7.56.24a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h057_04_zur_d_01,RV 7.57.4d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h059_05_zur_c_01,RV 7.59.5c,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imāni,NOM/ACC.PL.N demonstrative,b07_h061_06_zur_d_04,RV 7.61.6d,imā́ni,imāni,ayám,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,sahasram,syntax review: uninflected collective,b07_h062_03_zur_a_03,RV 7.62.3a,sahásram,sahasram,sahásra-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h062_05_zur_d_05,RV 7.62.5d,imā́,imā,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h064_05_zur_c_02,RV 7.64.5c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h066_03_zur_c_03,RV 7.66.3c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-02,trīṇi,NOM/ACC.PL.N numeral,b07_h066_10_zur_c_01,RV 7.66.10c,trī́ṇi,trīṇi,trí-,nominal stem,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b07_h066_16_zur_b_03,RV 7.66.16b,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-06,śatam,syntax review: uninflected collective,b07_h066_16_zur_c_03,RV 7.66.16c,śatám,śatam,śatá-,nominal stem,,N,SG,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h067_02_zur_a_04,RV 7.67.2a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h067_04_zur_d_02,RV 7.67.4d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h067_07_zur_b_05,RV 7.67.7b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b07_h069_02_zur_a_04,RV 7.69.2a,páñca,pañca,páñca-,nominal stem,ACC,N,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yāni,NOM/ACC.PL.N relative,b07_h070_03_zur_a_01,RV 7.70.3a,yā́ni,yāni,yá-,pronoun,,N,PL,,,,,accepted, plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h070_04_zur_c_05,RV 7.70.4c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h070_05_zur_d_01,RV 7.70.5d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h070_06_zur_d_01,RV 7.70.6d,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h070_07_zur_c_01,RV 7.70.7c,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-28,enā,INS.SG demonstrative or adverbial,b07_h071_04_zur_c_03,RV 7.71.4c,enā́,enā,ayám,pronoun,INS,,SG,,,,,accepted,instrumental singular,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imā,NOM/ACC.PL.N demonstrative,b07_h071_06_zur_c_01,RV 7.71.6c,imā́,imā,ayám,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h072_03_zur_b_05,RV 7.72.3b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h075_02_zur_c_05,RV 7.75.2c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b07_h075_04_zur_b_01,RV 7.75.4b,páñca,pañca,páñca-,nominal stem,ACC,F,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h075_08_zur_b_04,RV 7.75.8b,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b07_h076_03_zur_b_01,RV 7.76.3b,yā́,yā,yá-,pronoun,NOM,N,PL,,,,,accepted,nom plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h076_07_zur_c_03,RV 7.76.7c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h077_05_zur_a_01,RV 7.77.5a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
NU-05,pañca,syntax review: uninflected numeral,b07_h079_01_zur_b_01,RV 7.79.1b,páñca,pañca,páñca-,nominal stem,ACC,F,PL,,,,,review,token morphology cannot decide the construction,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h079_05_zur_c_04,RV 7.79.5c,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,yaḥ,NOM/ACC.PL.F comparison suffix,b07_h082_03_zur_d_04,RV 7.82.3d,dhíyaḥ,dhiyaḥ,dhī́-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-19,imāni,NOM/ACC.PL.N demonstrative,b07_h082_05_zur_a_03,RV 7.82.5a,imā́ni,imāni,ayám,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h082_10_zur_a_01,RV 7.82.10a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h083_09_zur_d_01,RV 7.83.9d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h083_10_zur_a_01,RV 7.83.10a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h084_04_zur_a_01,RV 7.84.4a,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h085_03_zur_b_01,RV 7.85.3b,devī́ḥ,devīḥ,devī́-,nominal stem,NOM,F,PL,,,,,accepted,nom plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-20,yā,NOM/ACC.PL.N relative,b07_h086_05_zur_b_02,RV 7.86.5b,yā́,yā,yá-,pronoun,ACC,N,PL,,,,,accepted,acc plural neuter,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
PL-04,īḥ,NOM/ACC.PL.F candidate suffix,b07_h087_01_zur_c_04,RV 7.87.1c,árvatīḥ,arvatīḥ,árvatī-,nominal stem,ACC,F,PL,,,,,accepted,acc plural feminine,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h091_04_zur_c_05,RV 7.91.4c,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
SG-27,asme,DAT/LOC.PL pronoun,b07_h091_05_zur_d_05,RV 7.91.5d,asmé,asme,ahám,pronoun,,,PL,,,,,accepted,plural pronoun; relation untagged,VedaWeb TEI 6d94702e078b2d8fc04af1241aba63132c4601a3
