source_code,normalized_citation_slp1,base_count_key,base_meaning_slp1,base_meaning_display,matched_screens,matched_tokens,output_forms_slp1,classification,rule_treatment,rationale,count_status
01.0821,peSf~,"[""01.0821"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pepeSya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0824,miSa~,"[""01.0824"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,memiSya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0825,maSa~,"[""01.0825"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,mAmaSya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0826,Sava~,"[""01.0826"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SASavya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0827,SaSa~,"[""01.0827"", ""meaning-6374c7c6adbe""]",plutagatO,प्लुतगतौ (plutagatau),gati,gatO,SASaSya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0833,rahi~,"[""01.0833"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rAraMhya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0854,kzuBa~\,"[""01.0854"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,cokzuBya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0858,Dvansu~\,"[""01.0858"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,danIDvasya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0868,vyaTa~\,"[""01.0868"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,vAvyaTya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0873,kzaji~\,"[""01.0873"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAkzaYjya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0874,dakza~\,"[""01.0874"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dAdakzya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0875,kfpa~\,"[""01.0875"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,calIkxpya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0876,krapa~\,"[""01.0876"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAkrapya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0890,Rawa~,"[""01.0890"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,nAnawya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0903,kaRa~,"[""01.0903"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,caMkaRya;caNkaRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0904,raRa~,"[""01.0904"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,raMraRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0905,caRa~,"[""01.0905"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,caMcaRya;caYcaRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0906,SaRa~,"[""01.0906"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SaMSaRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0907,SraRa~,"[""01.0907"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SaMSraRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0917,hvala~,"[""01.0917"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,jAhvalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0918,hmala~,"[""01.0918"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,jAhmalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0955,PaRa~,"[""01.0955"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,paMPaRya;pamPaRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0973,pala~,"[""01.0973"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pApalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0977,Sala~,"[""01.0977"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SASalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0978,hula~,"[""01.0978"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,johulya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0979,patx~,"[""01.0979"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,panIpatya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0980,kzala~,"[""01.0980"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,cAkzalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0982,paTe~,"[""01.0982"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,pApaTya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0985,Bramu~,"[""01.0985"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,baMBramya;bamBramya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0986,kzara~,"[""01.0986"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,cAkzarya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.0996,kasa~,"[""01.0996"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,canIkasya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1018,veRf~^,"[""01.1018"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,veveRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1019,venf~^,"[""01.1019"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vevenya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1024,vyaya~^,"[""01.1024"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vAvyayya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1027,Brezf~^,"[""01.1027"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,beBrezya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1028,Blezf~^,"[""01.1028"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,beBlezya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1031,aya~^,"[""01.1031"", ""meaning-3f5211d7ba81""]",gatO,उपरमे (uparame),gati,gatO,yaMyamya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1049,RI\Y,"[""01.1049"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,nenIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1085,sf\,"[""01.1085"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sesrIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1086,f\,"[""01.1086"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,arArya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1086,f\,"[""01.1086"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,arArya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1090,sru\,"[""01.1090"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sosrUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1094,du\,"[""01.1094"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dodUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1095,dru\,"[""01.1095"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dodrUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1098,jf\,"[""01.1098"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jejrIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1101,gA\N,"[""01.1101"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jegIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1108,cyu\N,"[""01.1108"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cocyUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1109,jyu\N,"[""01.1109"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jojyUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1110,Cyu\N,"[""01.1110"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cocCyUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1111,pru\N,"[""01.1111"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,poprUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1112,plu\N,"[""01.1112"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,poplUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1113,klu\N,"[""01.1113"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,coklUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1114,ru\N,"[""01.1114"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,rorUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1118,SyE\N,"[""01.1118"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SASyAya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1123,qIN,"[""01.1123"", ""meaning-463e8ff3542d""]",vihAyasA gatO,विहायसा गतौ (vihāyasā gatau),gati,gatO,qeqIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1124,tF,"[""01.1124"", ""meaning-b37fa0209ba9""]",plavane,प्लवने (plavane),flying/falling,plavan,tetIrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1134,ska\ndi~r,"[""01.1134"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,canIskadya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1137,ga\mx~,"[""01.1137"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jaMgamya;jaNgamya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1138,sf\px~,"[""01.1138"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sarIsfpya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1159,va\ha~^,"[""01.1159"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,vAvahya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
01.1165,wuo~Svi,"[""01.1165"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SeSvIya;SoSUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0002,ha\na~,"[""02.0002"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jaMGanya;jaNGanya;jeGnIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0014,kasi~\,"[""02.0014"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAkaMsya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0015,kasa~\,"[""02.0015"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAkasya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0016,kaSa~\,"[""02.0016"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,cAkaSya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0029,tu\,"[""02.0029"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,totUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0035,dyu\,"[""02.0035"", ""meaning-c8b6c5dece78""]",aBigamane,अभिगमने (abhigamane),gati,gaman,dodyUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0043,vI\,"[""02.0043"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vevIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0044,yA\,"[""02.0044"", ""meaning-f532c8290972""]",prApaRe,प्रापणे (prāpaṇe),reaching,prApaR,yAyAya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0045,vA\,"[""02.0045"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,vAvAya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
02.0049,drA\,"[""02.0049"", ""meaning-3a02148e044f""]",kutsite gamane,कुत्सिते गमने (kutsite gamane),gati,gaman,dAdrAya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
03.0008,o~hA\N,"[""03.0008"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jAhAya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
04.0001,divu~,"[""04.0001"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dedIvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
04.0003,srivu~,"[""04.0003"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,sesrIvya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
04.0048,DUrI~\,"[""04.0048"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,doDUrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
04.0049,gUrI~\,"[""04.0049"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jogUrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
04.0065,pa\da~\,"[""04.0065"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,panIpadya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
04.0154,kzuBa~,"[""04.0154"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,cokzuBya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
05.0012,hi\,"[""05.0012"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jeGIya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
05.0022,tika~,"[""05.0022"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tetikya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
05.0023,tiga~,"[""05.0023"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,tetigya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0009,o~vijI~\,"[""06.0009"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),movement,calan,vevijya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0051,juqa~,"[""06.0051"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jojuqya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0052,juna~,"[""06.0052"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,jojunya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0062,Suna~,"[""06.0062"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,SoSunya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0063,druRa~,"[""06.0063"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,dodruRya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0072,pura~,"[""06.0072"", ""meaning-a2629bdadebe""]",agragamane,अग्रगमने (agragamane),gati,gaman,popUrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0121,sPura~,"[""06.0121"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,posPUrya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0122,sPula~,"[""06.0122"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,posPulya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0123,sPara~,"[""06.0123"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,pAsParya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0124,sPala~,"[""06.0124"", ""meaning-5154b8069dc7""]",saYcalane,सञ्चलने (sañcalane),movement,calan,pAsPalya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
06.0135,Dru\,"[""06.0135"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),gati,gatO,doDrUya,direct_movement,3.1.23_crooked_movement_candidate,"The source meaning itself denotes going, movement, motion, flight, swimming, or reaching; classify under 3.1.23 pending lexical admission.",lexical_admission_review_pending
