conditioned_candidate_id,input_form_slp1,semantic_context,semantic_description,taddhita_source_variant,expected_output_forms_slp1,expected_output_variant_count,rule_refs,source_locators,collapsed_duplicate_assertions,input_status
5da3ba81e879dfd8f0e7,boDa,Gotra,Patronymic lineage. (4.1.98),yaY,bODya,1,4.1.107,kashika_4_1.rs:554,0,source_conditioned_relation_not_independent_nominal_count
1e19558dae07461efb8b,brAhmaRa,AbhutaTadbhava,Becoming what one was not. (5.4.50),trA,brAhmaRatrA,1,5.4.55,kashika_5_4.rs:183,0,source_conditioned_relation_not_independent_nominal_count
5c121eedcd94fd89bff5,brAhmaRa,TasyaSamuha,A collection of this. (4.2.37),yan,brAhmaRya,1,4.2.42,kashika_4_2.rs:171,0,source_conditioned_relation_not_independent_nominal_count
fdbb0507804ed192ada0,braDna,Gotra,Patronymic lineage. (4.1.98),cPaY,brADnAyana,1,4.1.98,kashika_4_1.rs:496,0,source_conditioned_relation_not_independent_nominal_count
e2b68eac0b93212ce2a8,brahman,TasmaiHitam,One for whom this is good. (5.1.7),yat,brahmaRya,1,5.1.7,kashika_5_1.rs:86,0,source_conditioned_relation_not_independent_nominal_count
d67dc44f390c8ee414d4,cAndrAyaRa,TadVartayati,One performs this. (5.1.72),WaY,cAndrAyaRika,1,5.1.18;5.1.72,kashika_5_1.rs:173;kashika_5_1.rs:456,1,source_conditioned_relation_not_independent_nominal_count
70700185872242251e1e,cUrRa,TenaSamsrshte,Mixed with. (4.4.22),ini,cUrRin,1,4.4.23,kashika_4_4.rs:167,0,source_conditioned_relation_not_independent_nominal_count
1c6de103d4fb0ea38042,caRqAla,TasyaApatyam,Descendant. (4.1.92),iY,cARqAlaki,1,4.1.97,kashika_4_1.rs:489,0,source_conditioned_relation_not_independent_nominal_count
447c4533cf28f9ca4afd,cakra,Praharanam,One who has this weapon. (4.4.57),Wak,cAkrika,1,4.4.57,kashika_4_4.rs:407,0,source_conditioned_relation_not_independent_nominal_count
c09b7b3ba70b48d35d82,cara,Gotra,Patronymic lineage. (4.1.98),Pak,cArAyaRa,1,4.1.99,kashika_4_1.rs:504,0,source_conditioned_relation_not_independent_nominal_count
f0a8d6cbfec9f8b76c9a,caraka,TasmaiHitam,One for whom this is good. (5.1.7),KaY,cArakIRa,1,5.1.11,kashika_5_1.rs:116,0,source_conditioned_relation_not_independent_nominal_count
5ec5d37807350b485e20,caraka,TenaProktam,What is proclaimed by this person. (4.3.101),aR,caraka,1,4.3.107,kashika_4_3.rs:333,0,source_conditioned_relation_not_independent_nominal_count
00ae0d819f5ca0cf57ba,catur,Avasana,Parts of which. (5.2.42),tayap,catuzwaya,1,5.2.42,kashika_5_2.rs:263,0,source_conditioned_relation_not_independent_nominal_count
d411b090e3a4bd591927,catur,Nimana,Given in exchange. (5.2.47),mayaw,caturmaya,1,5.2.47,kashika_5_2.rs:289,0,source_conditioned_relation_not_independent_nominal_count
475ab5314053cc806f6f,cavarga,TatraBhava,Where this stays or exists. (4.3.53),Ca,cavargIya,1,4.3.63,kashika_4_3.rs:248,0,source_conditioned_relation_not_independent_nominal_count
e67e5fb7660dd7bf375a,cawakA,TasyaApatyam,Descendant. (4.1.92),Erak,cAwakEra,1,4.1.128,kashika_4_1.rs:686,0,source_conditioned_relation_not_independent_nominal_count
0e82a82b629c98d15146,cawaka,TasyaApatyam,Descendant. (4.1.92),Erak,cAwakEra,1,4.1.128,kashika_4_1.rs:691,0,source_conditioned_relation_not_independent_nominal_count
625a66b0ddce67fc3bbb,daDi,SamskrtamBhaksha,Food that is prepared with this vessel or medium. (4.2.16),Wak,dADika,1,4.2.18,kashika_4_2.rs:42,0,source_conditioned_relation_not_independent_nominal_count
f0e5cb5a71bf6acfa542,daDi,TenaCarati,One who walks or eats with this. (4.4.8),Wak,dADika,1,4.4.8,kashika_4_4.rs:69,0,source_conditioned_relation_not_independent_nominal_count
cd59c5a59449897a43e1,daDi,TenaSamskrtam,Cultured or processed. (4.4.3),Wak,dADika,1,4.4.3,kashika_4_4.rs:33,0,source_conditioned_relation_not_independent_nominal_count
2fd2da6a99bf69feb0a7,daDi,TenaSamsrshte,Mixed with. (4.4.22),Wak,dADika,1,4.4.22,kashika_4_4.rs:159,0,source_conditioned_relation_not_independent_nominal_count
56b34371ffef6cccfcbc,daDi,TenaUpasikte,Sprinkled with. (4.4.26),Wak,dADika,1,4.4.26,kashika_4_4.rs:182,0,source_conditioned_relation_not_independent_nominal_count
c7d35432e77e7503c3ff,daRqa,Hrasve,,ka,daRqaka,1,5.3.87,kashika_5_3.rs:295,0,source_conditioned_relation_not_independent_nominal_count
d89b1f22269dcbe9144d,daRqa,TadArhati,One deserves this. (5.1.63),yat,daRqya,1,5.1.66,kashika_5_1.rs:408,0,source_conditioned_relation_not_independent_nominal_count
8ef6f0e00688cb7895fe,daRqamATa,Hanti,What one kills. (4.4.35),Wak,dARqamATika,1,4.4.37,kashika_4_4.rs:263,0,source_conditioned_relation_not_independent_nominal_count
43498139862be14482b9,daSEkAdaSa,PrayacchatiGarhyam,One who gives in a contemptible way. (4.4.30),zWac,daSEkAdaSika,1,4.4.31,kashika_4_4.rs:218,0,source_conditioned_relation_not_independent_nominal_count
d0da30c071762ecbf2db,daSan,Avasana,Parts of which. (5.2.42),tayap,daSataya,1,5.2.42,kashika_5_2.rs:262,0,source_conditioned_relation_not_independent_nominal_count
5849db19cd017ccb0e6a,dakza,TasyaApatyam,Descendant. (4.1.92),iY,dAkzi,1,4.1.122;4.1.95,kashika_4_1.rs:465;kashika_4_1.rs:640,1,source_conditioned_relation_not_independent_nominal_count
d79ff465bf9ed60310a4,dakziRA,TadArhati,One deserves this. (5.1.63),Ca,dakziRIya,1,5.1.69,kashika_5_1.rs:432,0,source_conditioned_relation_not_independent_nominal_count
7d24095224972624d79b,dakziRA,TadArhati,One deserves this. (5.1.63),yat,dakziRya,1,5.1.69,kashika_5_1.rs:433,0,source_conditioned_relation_not_independent_nominal_count
0b3e93086230f226c32d,dakziRa,DigDeshaKala,"Words meaning direction, location, or time. (5.3.27)",atasuc,dakziRatas,1,5.3.28,kashika_5_3.rs:121,0,source_conditioned_relation_not_independent_nominal_count
660da683ffa360b4d1c1,dakziRaDurA,TadVahati,What one bears. (4.4.78),Ka,dakziRaDurIRa,1,4.4.78,kashika_4_4.rs:529,0,source_conditioned_relation_not_independent_nominal_count
de7721071a068a2f9a7a,danta,TasmaiHitam,One for whom this is good. (5.1.7),yat,dantya,1,5.1.6,kashika_5_1.rs:67,0,source_conditioned_relation_not_independent_nominal_count
d64847787ea8dc94e3a5,darBa,Gotra,Patronymic lineage. (4.1.98),Pak,dArBAyaRa,1,4.1.102,kashika_4_1.rs:516,0,source_conditioned_relation_not_independent_nominal_count
f87d92ecc18a378588ef,darBa,TasyaApatyam,Descendant. (4.1.92),iY,dArBi,1,4.1.102,kashika_4_1.rs:517,0,source_conditioned_relation_not_independent_nominal_count
e445dc5992b8b1e5d93c,darBa,TasyaVikara,Modification of this. (4.3.134),mayaw,darBamaya,1,4.3.144,kashika_4_3.rs:482,0,source_conditioned_relation_not_independent_nominal_count
4d3b6be7d74448303149,dardaBaka,TenaSamskrtam,Cultured or processed. (4.4.3),aR,dArdaBaka,1,4.4.4,kashika_4_4.rs:42,0,source_conditioned_relation_not_independent_nominal_count
2a9fb298faf065b16d55,dardurUka,TasyaVikara,Modification of this. (4.3.134),aR,dArdurUka,1,4.3.137,kashika_4_3.rs:444,0,source_conditioned_relation_not_independent_nominal_count
386bef65a965b104a62f,devAgAra,Niyuktam,Where one is appointed. (4.4.69),Wan,devAgArika,1,4.4.70,kashika_4_4.rs:481,0,source_conditioned_relation_not_independent_nominal_count
407275dc79459faba005,devAsura,TadAsyaAstiAsmin,What one has or is in. (5.2.94),aR,dEvAsura,1,5.2.61,kashika_5_2.rs:319,0,source_conditioned_relation_not_independent_nominal_count
e6078d549ce750950bb6,devadAru,TasyaVikara,Modification of this. (4.3.134),aY,dEvadArava,1,4.3.139,kashika_4_3.rs:456,0,source_conditioned_relation_not_independent_nominal_count
2eb083797f254c3e521f,devayAna,TasyaVishayoDeshe,A domain of this. (4.2.52),vuY,dEvayAnaka,1,4.2.53,kashika_4_2.rs:232,0,source_conditioned_relation_not_independent_nominal_count
50e25bf837f7860c7df9,dfti,TatraBhava,Where this stays or exists. (4.3.53),QaY,dArteya,1,4.3.56,kashika_4_3.rs:210,0,source_conditioned_relation_not_independent_nominal_count
506fa5f52df9fea2a5ba,diS,TatraBhava,Where this stays or exists. (4.3.53),yat,diSya,1,4.3.54,kashika_4_3.rs:204,0,source_conditioned_relation_not_independent_nominal_count
c10cbfb840ce09bac8f8,diti,TasyaApatyam,Descendant. (4.1.92),Rya,dEtya,1,4.1.85;4.1.92,kashika_4_1.rs:433;kashika_4_1.rs:454,1,source_conditioned_relation_not_independent_nominal_count
a85e27072cb5fbced08a,dizwa,Mati,One who has this belief. (4.4.60),Wak,dEzwika,1,4.4.60,kashika_4_4.rs:427,0,source_conditioned_relation_not_independent_nominal_count
10546c1476c71afd3447,dravya,TadDharatiVahatiAvahati,"What one carries away, or conveys, or brings. (5.1.50)",kan,dravyaka,1,5.1.51,kashika_5_1.rs:347,0,source_conditioned_relation_not_independent_nominal_count
ec8514aedc798d0bea78,droRa,Gotra,Patronymic lineage. (4.1.98),Pak,drORAyana,1,4.1.103,kashika_4_1.rs:522,0,source_conditioned_relation_not_independent_nominal_count
bcaf678b3fdf8f793284,droRa,Gotra,Patronymic lineage. (4.1.98),iY,drORi,1,4.1.103,kashika_4_1.rs:523,0,source_conditioned_relation_not_independent_nominal_count
bdcf501d1a50dd7cf122,droRa,TadAsyaParimanam,The measure of this. (5.1.57),Wak,drORika,1,5.1.57,kashika_5_1.rs:380,0,source_conditioned_relation_not_independent_nominal_count
6fabc5e9534cccea930d,droRa,TasyaVapa,Sown with this. (5.1.45),Wak,drORika,1,5.1.45,kashika_5_1.rs:296,0,source_conditioned_relation_not_independent_nominal_count
8239e20b5a869a5379e6,dru,TasyaVikara,Modification of this. (4.3.134),vaya,druvaya,1,4.3.162,kashika_4_3.rs:535,0,source_conditioned_relation_not_independent_nominal_count
61b2e4bec3f40eb737d9,dru,TasyaVikara,Modification of this. (4.3.134),yat,dravya,1,4.3.161,kashika_4_3.rs:530,0,source_conditioned_relation_not_independent_nominal_count
731820101967b782599b,druhyu,TasyaApatyam,Descendant. (4.1.92),aR,drOhyava,1,4.1.168,kashika_4_1.rs:842,0,source_conditioned_relation_not_independent_nominal_count
de3ab133e780818c59fc,durBagA,TasyaApatyam,Descendant. (4.1.92),Qak,dOrBAgineya,1,4.1.126,kashika_4_1.rs:674,0,source_conditioned_relation_not_independent_nominal_count
630c75af1d0f5c5460ab,durbala,Anukampayam,,ka,durbalaka,1,5.3.76,kashika_5_3.rs:281,0,source_conditioned_relation_not_independent_nominal_count
2661ed478533c27d1b2d,duzkula,TasyaApatyam,Descendant. (4.1.92),Ka,duzkulIna,1,4.1.142,kashika_4_1.rs:761,0,source_conditioned_relation_not_independent_nominal_count
7d7e80feee8ab4cb800d,duzkula,TasyaApatyam,Descendant. (4.1.92),Qak,dOzkuleya,1,4.1.142,kashika_4_1.rs:760,0,source_conditioned_relation_not_independent_nominal_count
b3a86dbdb46ec9b52c48,dvAra,Niyuktam,Where one is appointed. (4.4.69),Wak,dOvArika,1,4.4.69,kashika_4_4.rs:476,0,source_conditioned_relation_not_independent_nominal_count
d2379bc304fdd602dbc8,dvi,Avasana,Parts of which. (5.2.42),tayap,dvaya;dvitaya,2,5.2.43,kashika_5_2.rs:270,0,source_conditioned_relation_not_independent_nominal_count
ae9b8f4f4c1ca5f176b8,dvi,Nimana,Given in exchange. (5.2.47),mayaw,dvimaya,1,5.2.47,kashika_5_2.rs:287,0,source_conditioned_relation_not_independent_nominal_count
6258e55773827619d689,dvi,Purana,Making full. (5.2.48),tIya,dvitIya,1,5.2.54,kashika_5_2.rs:307,0,source_conditioned_relation_not_independent_nominal_count
11ab73458ac33daa56d1,dvi,TenaKritam,What is bought with this. (5.1.37),kan,dvika,1,5.1.37,kashika_5_1.rs:256,0,source_conditioned_relation_not_independent_nominal_count
7e808dac3dbfded99be2,dviguRa,PrayacchatiGarhyam,One who gives in a contemptible way. (4.4.30),Wak,dvEguRika,1,4.4.30,kashika_4_4.rs:211,0,source_conditioned_relation_not_independent_nominal_count
4aebefc314000a622e4f,eRI,TasyaVikara,Modification of this. (4.3.134),QaY,EReya,1,4.3.159,kashika_4_3.rs:518,0,source_conditioned_relation_not_independent_nominal_count
fd03cb29b47d37d5726d,eRI,TasyaVikara,Modification of this. (4.3.134),aY,ERa,1,4.3.159,kashika_4_3.rs:519,0,source_conditioned_relation_not_independent_nominal_count
d54e14cfd54686f9a4c9,eka,BahunamEka,One of many. (5.3.93),qatamac,ekatama,1,5.3.94,kashika_5_3.rs:347,0,source_conditioned_relation_not_independent_nominal_count
21a121a51bad5634e01d,eka,DvayorEka,One of two. (5.3.92),qatarac,ekatara,1,5.3.94,kashika_5_3.rs:346,0,source_conditioned_relation_not_independent_nominal_count
9d8af1b65b5cc2cdd7cb,ekaSAlA,IvePratikrtau,,Wac,ekaSAlika,1,5.3.109,kashika_5_3.rs:390,0,source_conditioned_relation_not_independent_nominal_count
25c2010faa6772bb65f9,ekaSAlA,IvePratikrtau,,Wak,EkaSAlika,1,5.3.109,kashika_5_3.rs:391,0,source_conditioned_relation_not_independent_nominal_count
7216c3ce4203e6c298af,ekadaSan,Purana,Making full. (5.2.48),qaw,ekadaSa,1,5.2.48,kashika_5_2.rs:295;kashika_5_2.rs:296,1,source_conditioned_relation_not_independent_nominal_count
82baaa9795127337aa72,etad,Parimana,Volume. (5.2.39),vatup,etAvat,1,5.2.39,kashika_5_2.rs:245,0,source_conditioned_relation_not_independent_nominal_count
8c79c3456812d77a92ff,ftu,SaAsyaDevata,Having this as a god. (4.2.24),yat,ftavya,1,4.2.31,kashika_4_2.rs:107,0,source_conditioned_relation_not_independent_nominal_count
3ac55e8f6a98ec054a80,ftvij,TadArhati,One deserves this. (5.1.63),KaY,ArtvijIna,1,5.1.71,kashika_5_1.rs:447,0,source_conditioned_relation_not_independent_nominal_count
20e57977f0c7d5b75221,fzaBa,TadarthamVikrtehPrakrtau,What could be created from this raw material. (5.1.12),Yya,ArzaBya,1,5.1.14,kashika_5_1.rs:143,0,source_conditioned_relation_not_independent_nominal_count
d6698c9416b063553253,fzaBa,Tanutve,Slenderness. (5.3.91),zwarac,fzaBatara,1,5.3.91,kashika_5_3.rs:326,0,source_conditioned_relation_not_independent_nominal_count
bfb080c3c31d4d1f25fe,fzika,TatraJata,Where this was born. (4.3.25),aR,Arzika,1,4.2.132,kashika_4_2.rs:507,0,source_conditioned_relation_not_independent_nominal_count
a0c4f9635ce5ae249e26,gAnDAri,Janapada,Country. (4.1.168),aY,gAnDAra,1,4.1.169,kashika_4_1.rs:853,0,source_conditioned_relation_not_independent_nominal_count
16190f2ac52be1ce1e85,gAreDa,TasyaApatyam,Descendant. (4.1.92),PiY,gAreDakAyani,1,4.1.158,kashika_4_1.rs:796,0,source_conditioned_relation_not_independent_nominal_count
3e4a14d2189755b36282,gAreDa,TasyaApatyam,Descendant. (4.1.92),iY,gAreDi,1,4.1.158,kashika_4_1.rs:797,0,source_conditioned_relation_not_independent_nominal_count
75f0a1bb86c2b266e38b,gArgIputra,TasyaApatyam,Descendant. (4.1.92),iY,gArgIputri,1,4.1.159,kashika_4_1.rs:808,0,source_conditioned_relation_not_independent_nominal_count
c254c31c87ab9f784c9a,gaRa,Labdha,What one has obtained. (4.4.85),yat,gaRya,1,4.4.84,kashika_4_4.rs:558,0,source_conditioned_relation_not_independent_nominal_count
7c15510daca1ccc6d519,gaRikA,TasyaSamuha,A collection of this. (4.2.37),yaY,gARikya,1,4.2.40,kashika_4_2.rs:160,0,source_conditioned_relation_not_independent_nominal_count
2bdb2765b459803e926b,gaha,TatraJata,Where this was born. (4.3.25),Ca,gahIya,1,4.2.138,kashika_4_2.rs:520,0,source_conditioned_relation_not_independent_nominal_count
a929d5bfb4e5e27f0d9e,gaja,TasyaSamuha,A collection of this. (4.2.37),tal,gajatA,1,4.2.43,kashika_4_2.rs:191,0,source_conditioned_relation_not_independent_nominal_count
c26704cc5182a44ee266,gamBIra,TatraBhava,Where this stays or exists. (4.3.53),Yya,gAmBIrya,1,4.3.58,kashika_4_3.rs:226,0,source_conditioned_relation_not_independent_nominal_count
196d3a554ef83e063b18,gaqu,TadAsyaAstiAsmin,What one has or is in. (5.2.94),lac,gaqula,1,5.2.97,kashika_5_2.rs:403,0,source_conditioned_relation_not_independent_nominal_count
6b76ee86f187ed3335bd,gaqu,TadAsyaAstiAsmin,What one has or is in. (5.2.94),matup,gaqumat,1,5.2.97,kashika_5_2.rs:404,0,source_conditioned_relation_not_independent_nominal_count
806310bdd423c1120574,garBiRI,TasyaSamuha,A collection of this. (4.2.37),aR,gArBiRa,1,4.2.38,kashika_4_2.rs:148,0,source_conditioned_relation_not_independent_nominal_count
f2c249163a8409f4dbe3,gardaBa,Ajnate,Not known. (5.3.73),ka,gardaBaka,1,5.3.70,kashika_5_3.rs:267,0,source_conditioned_relation_not_independent_nominal_count
5e3bf6e73598ca4d9fa1,gardaBa,IvePratikrtau,,kan,gardaBaka,1,5.3.96,kashika_5_3.rs:354,0,source_conditioned_relation_not_independent_nominal_count
7ba5cad14522b8cb76ae,garga,Gotra,Patronymic lineage. (4.1.98),yaY,gArgya,1,4.1.105;4.1.162,kashika_4_1.rs:538;kashika_4_1.rs:829,1,source_conditioned_relation_not_independent_nominal_count
aa20282e465355e6071d,garga,TasyaApatyam,Descendant. (4.1.92),iY,gArgi,1,4.1.162,kashika_4_1.rs:833,0,source_conditioned_relation_not_independent_nominal_count
19bd15526e3e6417f95c,gfhapati,Samyukta,Joined with this. (4.4.90),Yya,gArhapatya,1,4.4.90,kashika_4_4.rs:583,0,source_conditioned_relation_not_independent_nominal_count
231e256d7042f9c4c6f5,gfzwi,TasyaApatyam,Descendant. (4.1.92),QaY,gArzweya,1,4.1.136,kashika_4_1.rs:723,0,source_conditioned_relation_not_independent_nominal_count
5cbeaf37f90089a9e3a7,go,TasmaiHitam,One for whom this is good. (5.1.7),yat,gavya,1,5.1.5,kashika_5_1.rs:59,0,source_conditioned_relation_not_independent_nominal_count
d9298699687d1103c3d8,go,TasyaSamuha,A collection of this. (4.2.37),ya,gavyA,1,4.2.50,kashika_4_2.rs:217,0,source_conditioned_relation_not_independent_nominal_count
ddcd93981c189b3cbd62,go,TasyaVikara,Modification of this. (4.3.134),mayaw,gomaya,1,4.3.145,kashika_4_3.rs:488,0,source_conditioned_relation_not_independent_nominal_count
5696db9a64fb27c3743b,go,TasyaVikara,Modification of this. (4.3.134),yat,gavya,1,4.3.145;4.3.160,kashika_4_3.rs:490;kashika_4_3.rs:524,1,source_conditioned_relation_not_independent_nominal_count
9cc48a37bc5a15b5c650,goDA,TasyaApatyam,Descendant. (4.1.92),Arak,gODAra,1,4.1.130,kashika_4_1.rs:702,0,source_conditioned_relation_not_independent_nominal_count
2b8435c1b67ecae5a2a7,goDA,TasyaApatyam,Descendant. (4.1.92),Qak,gODeya,1,4.1.129,kashika_4_1.rs:697,0,source_conditioned_relation_not_independent_nominal_count
c288d082bf118b9021ec,goDA,TasyaApatyam,Descendant. (4.1.92),Qrak,gODera,1,4.1.129,kashika_4_1.rs:696,0,source_conditioned_relation_not_independent_nominal_count
ac02182ca758149642b7,gopucCa,TenaKritam,What is bought with this. (5.1.37),WaY,gOpucCika,1,5.1.19,kashika_5_1.rs:183,0,source_conditioned_relation_not_independent_nominal_count
06a0eaacd8c27c0eaeab,gopucCa,TenaTarati,One who crosses with this. (4.4.5),WaY,gOpucCika,1,4.4.6,kashika_4_4.rs:53,0,source_conditioned_relation_not_independent_nominal_count
6d506bd7d9b97f42b4d6,gozWa,BhutaPurva,Formerly this. (5.2.18),KaY,gOzWIna,1,5.2.18,kashika_5_2.rs:116,0,source_conditioned_relation_not_independent_nominal_count
6497809d45735c15f60e,gozada,TadAsyaAstiAsmin,What one has or is in. (5.2.94),vun,gozadaka,1,5.2.62,kashika_5_2.rs:325,0,source_conditioned_relation_not_independent_nominal_count
873472da604231931c27,grAma,TasyaSamuha,A collection of this. (4.2.37),tal,grAmatA,1,4.2.43,kashika_4_2.rs:183,0,source_conditioned_relation_not_independent_nominal_count
5a342ef82c505c12314e,grAma,TatraJata,Where this was born. (4.3.25),KaY,grAmIRa,1,4.3.25,kashika_4_3.rs:89,0,source_conditioned_relation_not_independent_nominal_count
b39037f5b4eac563a4e8,grAma,TatraJata,Where this was born. (4.3.25),ya,grAmya,1,4.3.25,kashika_4_3.rs:88,0,source_conditioned_relation_not_independent_nominal_count
e71ae9cb45ff7dd40bb7,grAmarakza,TasyaApatyam,Descendant. (4.1.92),PiY,grAmarakzAyaRi,1,4.1.157,kashika_4_1.rs:789,0,source_conditioned_relation_not_independent_nominal_count
c449884330c5d4b6ff50,grIvA,TatraBhava,Where this stays or exists. (4.3.53),QaY,grEveya,1,4.3.57,kashika_4_3.rs:221,0,source_conditioned_relation_not_independent_nominal_count
41730dd61e4f7e6f40ad,grIvA,TatraBhava,Where this stays or exists. (4.3.53),aR,grEva,1,4.3.57,kashika_4_3.rs:220,0,source_conditioned_relation_not_independent_nominal_count
f2baf7651a5fe7cbd4a0,grIzma,TatraSambhute,Where this was adapted. (4.3.41),aR,grEzma,1,4.3.46,kashika_4_3.rs:190,0,source_conditioned_relation_not_independent_nominal_count
5346739e51195656e015,grIzma,TatraSambhute,Where this was adapted. (4.3.41),vuY,grEzmaka,1,4.3.46,kashika_4_3.rs:189,0,source_conditioned_relation_not_independent_nominal_count
c927208ccab602ba064c,gulma,Avakraya,What is taxed. (4.4.50),Wak,gOlmika,1,4.4.50,kashika_4_4.rs:360,0,source_conditioned_relation_not_independent_nominal_count
5625d418d6cfad239faa,gulma,Niyuktam,Where one is appointed. (4.4.69),Wak,gOlmika,1,4.4.69,kashika_4_4.rs:475,0,source_conditioned_relation_not_independent_nominal_count
3602bdd2a6c4f97782f7,gulma,TasyaDharmyam,One who has this custom. (4.4.47),Wak,gOlmika,1,4.4.47,kashika_4_4.rs:335,0,source_conditioned_relation_not_independent_nominal_count
f21624cbb2b5147d5bd4,guqa,TatraSadhu,Skilled in this. (4.4.98),WaY,gOqika,1,4.4.103,kashika_4_4.rs:663,0,source_conditioned_relation_not_independent_nominal_count
4b9b6ee12786d60b6dd9,hAstipada,TasyaIdam,One who has this. (4.3.120),aR,hAstipada,1,4.3.132,kashika_4_3.rs:420,0,source_conditioned_relation_not_independent_nominal_count
619f2889f9a343cbb95b,hala,TadVahati,What one bears. (4.4.78),Wak,hAlika,1,4.4.81,kashika_4_4.rs:539,0,source_conditioned_relation_not_independent_nominal_count
8f82858b0ee7368dff89,hala,TasyaIdam,One who has this. (4.3.120),Wak,hAlika,1,4.3.124,kashika_4_3.rs:391,0,source_conditioned_relation_not_independent_nominal_count
3bde011d05c0f192442e,hariRa,Hanti,What one kills. (4.4.35),Wak,hAriRika,1,4.4.35,kashika_4_4.rs:251,0,source_conditioned_relation_not_independent_nominal_count
69b34ea55e3222b2d865,hastin,TadAsyaPramanam,Measure. (5.2.37),aR,hAstina,1,5.2.38,kashika_5_2.rs:235,0,source_conditioned_relation_not_independent_nominal_count
d4eccf32cf80d5742fc7,hastin,TadAsyaPramanam,Measure. (5.2.37),daGnac,hastidaGna,1,5.2.38,kashika_5_2.rs:237,0,source_conditioned_relation_not_independent_nominal_count
d0a1e493af0e1204f447,hastin,TadAsyaPramanam,Measure. (5.2.37),dvayasac,hastidvayasa,1,5.2.38,kashika_5_2.rs:236,0,source_conditioned_relation_not_independent_nominal_count
0be87e0a4598e156792b,hastin,TadAsyaPramanam,Measure. (5.2.37),mAtrac,hastimAtra,1,5.2.38,kashika_5_2.rs:238,0,source_conditioned_relation_not_independent_nominal_count
fcd68d32291f6ce008cf,hastin,TenaCarati,One who walks or eats with this. (4.4.8),Wak,hAstika,1,4.4.8,kashika_4_4.rs:67,0,source_conditioned_relation_not_independent_nominal_count
45dc36405670ead3b4cc,hemanta,TatraJata,Where this was born. (4.3.25),aR,hEmana,1,4.3.22,kashika_4_3.rs:75,0,source_conditioned_relation_not_independent_nominal_count
ce7a19e540e106bad994,hfdaya,Priya,Dear to this. (4.4.95),yat,hfdya,1,4.4.95,kashika_4_4.rs:619,0,source_conditioned_relation_not_independent_nominal_count
54c5c988e59b42c0e668,hfzwi,TasyaApatyam,Descendant. (4.1.92),QaY,hArzweya,1,4.1.136,kashika_4_1.rs:724,0,source_conditioned_relation_not_independent_nominal_count
3da48b1003f55a16d0c7,himavat,TatraBhava,Where this stays or exists. (4.3.53),aR,hEmavata,1,4.4.112,kashika_4_4.rs:699,0,source_conditioned_relation_not_independent_nominal_count
e1a1732552222aa8a10e,hiraRya,TatraKama,A desire for which. (5.2.65),kan,hiraRyaka,1,5.2.65,kashika_5_2.rs:344,0,source_conditioned_relation_not_independent_nominal_count
b20aefcaab152fa61666,idaMyuga,TatraSadhu,Skilled in this. (4.4.98),KaY,EdaMyugIna,1,4.4.99,kashika_4_4.rs:640,0,source_conditioned_relation_not_independent_nominal_count
ae6fb307b88df72c3f2f,idam,Parimana,Volume. (5.2.39),vatup,iyat,1,5.2.40,kashika_5_2.rs:251,0,source_conditioned_relation_not_independent_nominal_count
5184ad473f98e0de751d,ikzvAku,Janapada,Country. (4.1.168),aY,EkzvAka,1,4.1.168,kashika_4_1.rs:839,0,source_conditioned_relation_not_independent_nominal_count
0d256c9e4a9a4563d223,indra,SaAsyaDevata,Having this as a god. (4.2.24),aR,Endra,1,4.2.24,kashika_4_2.rs:58,0,source_conditioned_relation_not_independent_nominal_count
bd6fc59385eb3ef82c7c,izetvA,TadAsyaAstiAsmin,What one has or is in. (5.2.94),vun,izetvaka,1,5.2.62,kashika_5_2.rs:326,0,source_conditioned_relation_not_independent_nominal_count
dc915a3ad23dbf43907c,jAnu,TadAsyaPramanam,Measure. (5.2.37),daGnac,jAnudaGna,1,5.2.37,kashika_5_2.rs:221,0,source_conditioned_relation_not_independent_nominal_count
dff4ef2fed11bd6df11f,jAnu,TadAsyaPramanam,Measure. (5.2.37),dvayasac,jAnudvayasa,1,5.2.37,kashika_5_2.rs:220,0,source_conditioned_relation_not_independent_nominal_count
da3d3c1898c2adf65523,jAnu,TadAsyaPramanam,Measure. (5.2.37),mAtrac,jAnumAtra,1,5.2.37,kashika_5_2.rs:222,0,source_conditioned_relation_not_independent_nominal_count
52f46f63185315188ce4,jAnuprahfta,TenaNirvrtte,Completed with. (4.4.19),Wak,jAnuprahftika,1,4.4.19,kashika_4_4.rs:141,0,source_conditioned_relation_not_independent_nominal_count
799b1ee879e1416831db,jIvanta,Gotra,Patronymic lineage. (4.1.98),Pak,jEvantAyana,1,4.1.103,kashika_4_1.rs:526,0,source_conditioned_relation_not_independent_nominal_count
bc9e16dd104e079b4a05,jIvanta,Gotra,Patronymic lineage. (4.1.98),iY,jEvanti,1,4.1.103,kashika_4_1.rs:527,0,source_conditioned_relation_not_independent_nominal_count
e2e76ee02c61306ea287,jaGana,IvePratikrtau,,yat,jaGanya,1,5.3.103,kashika_5_3.rs:368,0,source_conditioned_relation_not_independent_nominal_count
561db1cd5bb24c49d2e3,jaNgalapaTa,Ahrtam,What is conveyed by that way. (5.1.77),WaY,jANgalapaTika,1,5.1.77,kashika_5_1.rs:502,0,source_conditioned_relation_not_independent_nominal_count
6202a8b73298359a1060,jaNgalapaTa,Gacchati,Who goes. (5.1.75),WaY,jANgalapaTika,1,5.1.77,kashika_5_1.rs:501,0,source_conditioned_relation_not_independent_nominal_count
