operation_id,sanadi,relation,rule_refs,base_count_key,base_meaning_slp1,base_meaning_display,base_source_codes,base_citations_slp1,output_forms_slp1,semantic_eligibility_status,count_status,output_variant_count
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0181"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0181,varba~,vAvarbya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0182"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0182,baBra~,bAbaBrya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0183"", ""meaning-4177c2fd2487""]",maRqane,मण्डने (maṇḍane),01.0183,maGi~,mAmaNGya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0184"", ""meaning-22d879bc9378""]",AGrARe,आघ्राणे (āghrāṇe),01.0184,SiGi~,SeSiNGya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0185"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0185,maja~,mAmajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0186"", ""meaning-7345560b9c17""]",dIptO,दीप्तौ (dīptau),01.0186,varca~\,vAvarcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0187"", ""meaning-5b3b4eb5a8ec""]",secane,सेचने (secane),01.0187,zaca~\,sAsacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0187"", ""meaning-b802243c84a6""]",sevane,सेवने (sevane),01.0187,zaca~\,sAsacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0188"", ""meaning-5042ee4bdbe7""]",darSane,दर्शने (darśane),01.0188,locf~\,lolocya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0189"", ""meaning-24b37b2743da""]",vyaktAyAM vAci,व्यक्तायां वाचि (vyaktāyāṃ vāci),01.0189,Saca~\,SASacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0190"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0190,Svaca~\,SASvacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0191"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0191,Svaci~\,SASvaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0192"", ""meaning-8c20facfc0ac""]",banDane,बन्धने (bandhane),01.0192,kaca~\,cAkacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0193"", ""meaning-7345560b9c17""]",dIptO,दीप्तौ (dīptau),01.0193,kaci~\,cAkaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0193"", ""meaning-8c20facfc0ac""]",banDane,बन्धने (bandhane),01.0193,kaci~\,cAkaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0194"", ""meaning-7345560b9c17""]",dIptO,दीप्तौ (dīptau),01.0194,kAci~\,cAkAYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0194"", ""meaning-8c20facfc0ac""]",banDane,बन्धने (bandhane),01.0194,kAci~\,cAkAYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0195"", ""meaning-26c0d381d5ab""]",kalkane,कल्कने (kalkane),01.0195,maca~\,mAmacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0195"", ""meaning-73fcd18edfcb""]",kaTane,कथने (kathane),01.0195,maca~\,mAmacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0196"", ""meaning-26c0d381d5ab""]",kalkane,कल्कने (kalkane),01.0196,muci~\,momuYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0196"", ""meaning-73fcd18edfcb""]",kaTane,कथने (kathane),01.0196,muci~\,momuYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0197"", ""meaning-8c26adc72aed""]",ucCrAye,उच्छ्राये (ucchrāye),01.0197,maci~\,mAmaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0197"", ""meaning-bb23f8c5982d""]",DAraRe,धारणे (dhāraṇe),01.0197,maci~\,mAmaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0197"", ""meaning-ce196a1fe316""]",pUjane,पूजने (pūjane),01.0197,maci~\,mAmaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0198"", ""meaning-3daaa6f5e965""]",vyaktIkaraRe,व्यक्तीकरणे (vyaktīkaraṇe),01.0198,paci~\,pApaYcya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0199"", ""meaning-ee6ad5009864""]",prasAde,प्रसादे (prasāde),01.0199,zwuca~\,tozwucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0202"", ""meaning-b304649056dc""]",Barjane,भर्जने (bharjane),01.0202,BfjI~\,barIBfjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0204"", ""meaning-7345560b9c17""]",dIptO,दीप्तौ (dīptau),01.0204,Brejf~\,beBrejya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0205"", ""meaning-7345560b9c17""]",dIptO,दीप्तौ (dīptau),01.0205,BrAjf~\,bABrAjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0206"", ""meaning-f0e843d6616f""]",anAdare,अनादरे (anādare),01.0206,kAqf~\,cAkAqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0208"", ""meaning-b802243c84a6""]",sevane,सेवने (sevane),01.0208,pebf~\,pepebya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0209"", ""meaning-b802243c84a6""]",sevane,सेवने (sevane),01.0209,plebf~\,peplebya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0210"", ""meaning-3cfd754b3668""]",Soke,शोके (śoke),01.0210,Suca~,SoSucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0211"", ""meaning-d3774f8674cb""]",Sabde tAre,शब्दे तारे (śabde tāre),01.0211,kuca~,cokucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0212"", ""meaning-281d6ceca229""]",alpIBAve,अल्पीभावे (alpībhāve),01.0212,kunca~,cokucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0212"", ""meaning-2fb8a980f690""]",kOwilye,कौटिल्ये (kauṭilye),01.0212,kunca~,cokucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0212"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0212,kunca~,cokucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0213"", ""meaning-281d6ceca229""]",alpIBAve,अल्पीभावे (alpībhāve),01.0213,krunca~,cokrucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0213"", ""meaning-2fb8a980f690""]",kOwilye,कौटिल्ये (kauṭilye),01.0213,krunca~,cokrucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0213"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0213,krunca~,cokrucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0214"", ""meaning-2bc418d8f2c8""]",apanayane,अपनयने (apanayane),01.0214,lunca~,lolucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0216"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0216,vancu~,vanIvacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0217"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0217,cancu~,cAcacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0218"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0218,tancu~,tAtacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0219"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0219,tvancu~,tAtvacya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0220"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0220,mruncu~,momrucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0221"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0221,mluncu~,momlucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0222"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0222,mrucu~,momrucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0223"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0223,mlucu~,momlucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0224"", ""meaning-5c9733f12152""]",steyakaraRe,स्तेयकरणे (steyakaraṇe),01.0224,grucu~,jogrucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0225"", ""meaning-5c9733f12152""]",steyakaraRe,स्तेयकरणे (steyakaraṇe),01.0225,glucu~,joglucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0226"", ""meaning-5c9733f12152""]",steyakaraRe,स्तेयकरणे (steyakaraṇe),01.0226,kuju~,cokujya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0227"", ""meaning-5c9733f12152""]",steyakaraRe,स्तेयकरणे (steyakaraṇe),01.0227,Kuju~,coKujya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0228"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0228,gluncu~,joglucya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0229"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0229,zasja~,sAsajjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0230"", ""meaning-f7e0033b3f96""]",Sabde;avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde);शब्दे (śabde),01.0230;06.0096,guja~,jogujya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0231"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),01.0231,guji~,joguYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0233"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),01.0233,mleCa~,memlecCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0234"", ""meaning-975c9f9c5b51""]",lakzaRe,लक्षणे (lakṣaṇe),01.0234,laCa~,lAlacCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0235"", ""meaning-975c9f9c5b51""]",lakzaRe,लक्षणे (lakṣaṇe),01.0235,lACi~,lAlAYCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0236"", ""meaning-4d0ef93cc7a1""]",icCAyAm,इच्छायाम् (icchāyām),01.0236,vACi~,vAvAYCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0238"", ""meaning-efe5cd67fe74""]",lajjAyAm,लज्जायाम् (lajjāyām),01.0238,hrICa~,jehrIcCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0239"", ""meaning-2fb8a980f690""]",kOwilye,कौटिल्ये (kauṭilye),01.0239,hurCA~,johUrCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0240"", ""meaning-0ccec38bfd14""]",samucCrAye,समुच्छ्राये (samucchrāye),01.0240,murCA~,momUrCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0240"", ""meaning-f64295a2af6c""]",mohe,मोहे (mohe),01.0240,murCA~,momUrCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0241"", ""meaning-92ce8dbae9b8""]",vistftO,विस्तृतौ (vistṛtau),01.0241,sPurCA~,posPUrCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0242"", ""meaning-e94138b590ed""]",pramAde,प्रमादे (pramāde),01.0242,yuCa~,yoyucCya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0245"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0245,Draja~,dADrajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0246"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0246,Draji~,dADraYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0248"", ""meaning-189a48161e35""]",plavagatO,प्लवगतौ (plavagatau),01.0248,rebf~,rerebya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0249"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0249,Dfja~,darIDfjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0250"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0250,Dfji~,darIDfYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0251"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0251,Dvaja~,dADvajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0252"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0252,Dvaji~,dADvaYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0253"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0253,zalf~,sAsalya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0254"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),01.0254,kUja~,cokUjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0255"", ""meaning-eaa4c9581c6b""]",saNGarze,सङ्घर्षे (saṅgharṣe),01.0255,Bfzu~,barIBfzya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0257"", ""meaning-fec94d3f9774""]",arjane,अर्जने (arjane),01.0257,zarja~,sAsarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0258"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0258,garja~,jAgarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0259"", ""meaning-419b680bba71""]",Bartsane,भर्त्सने (bhartsane),01.0259,tarja~,tAtarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0260"", ""meaning-83c2bd6d47b1""]",vyaTane,व्यथने (vyathane),01.0260,karja~,cAkarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0261"", ""meaning-7a594643032c""]",mArjane,मार्जने (mārjane),01.0261,Karja~,cAKarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0261"", ""meaning-83c2bd6d47b1""]",vyaTane,व्यथने (vyathane),01.0261,Karja~,cAKarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0261"", ""meaning-ce196a1fe316""]",pUjane,पूजने (pūjane),01.0261,Karja~,cAKarjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0263"", ""meaning-f88d70c1579d""]",pAlane,पालने (pālane),01.0263,teja~,tetejya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0264"", ""meaning-8d9c482338a1""]",manTe,मन्थे (manthe),01.0264,Kaja~,cAKajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0265"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0265,kava~,cAkavya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0266"", ""meaning-25445656c9dd""]",gativEkalye,गतिवैकल्ये (gativaikalye),01.0266,Kaji~,cAKaYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0268"", ""meaning-3f3be6e2662a""]",vajranirGoze,वज्रनिर्घोषे (vajranirghoṣe),01.0268,wuo~sPUrjA~,posPUrjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0269"", ""meaning-33b0dcc01e79""]",kzaye,क्षये (kṣaye),01.0269,kzi\,cekzIya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0270"", ""meaning-f7e0033b3f96""]",avyakte Sabde,अव्यक्ते शब्दे (avyakte śabde),01.0270,kzIja~,cekzIjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0271"", ""meaning-b304649056dc""]",Barjane,भर्जने (bharjane),01.0271,laja~,lAlajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0272"", ""meaning-b304649056dc""]",Barjane,भर्जने (bharjane),01.0272,laji~,lAlaYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0273"", ""meaning-419b680bba71""]",Bartsane,भर्त्सने (bhartsane),01.0273,lAja~,lAlAjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0273"", ""meaning-b304649056dc""]",Barjane,भर्जने (bharjane),01.0273,lAja~,lAlAjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0274"", ""meaning-419b680bba71""]",Bartsane,भर्त्सने (bhartsane),01.0274,lAji~,lAlAYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0274"", ""meaning-b304649056dc""]",Barjane,भर्जने (bharjane),01.0274,lAji~,lAlAYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0275"", ""meaning-cb8f3f842a8a""]",yudDe,युद्धे (yuddhe),01.0275,jaja~,jAjajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0276"", ""meaning-cb8f3f842a8a""]",yudDe,युद्धे (yuddhe),01.0276,jaji~,jAjaYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0277"", ""meaning-3bf7963ee53c""]",hiMsAyAm,हिंसायाम् (hiṃsāyām),01.0277,tuja~,totujya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0278"", ""meaning-f88d70c1579d""]",pAlane,पालने (pālane),01.0278,tuji~,totuYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0279"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0279,gaja~,jAgajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0279"", ""meaning-95d45d9adf29""]",madane,मदने (madane),01.0279,gaja~,jAgajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0280"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0280,gaji~,jAgaYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0281"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0281,gfja~,jarIgfjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0282"", ""meaning-38ca494446d4""]",garjane,गर्जने (garjane),01.0282,gfji~,jarIgfYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0283"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0283,muja~,momujya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0284"", ""meaning-2dcb1894fd9b""]",Sabde,शब्दे (śabde),01.0284,muji~,momuYjya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0285"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0285,vaja~,vAvajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0286"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0286,vraja~,vAvrajya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0288"", ""meaning-8d05d3af63ff""]",vezwane,वेष्टने (veṣṭane),01.0288,vezwa~\,vevezwya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0289"", ""meaning-b7d536d607be""]",cezwAyAm,चेष्टायाम् (ceṣṭāyām),01.0289,cezwa~\,cecezwya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0290"", ""meaning-1685c224b9c2""]",saNGAte,सङ्घाते (saṅghāte),01.0290,gozwa~\,jogozwya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0291"", ""meaning-1685c224b9c2""]",saNGAte,सङ्घाते (saṅghāte),01.0291,lozwa~\,lolozwya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0292"", ""meaning-ded5b8f0e366""]",calane,चलने (calane),01.0292,Gawwa~\,jAGawwya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0293"", ""meaning-d1b95ba4c38d""]",vikasane,विकसने (vikasane),01.0293,sPuwa~\,posPuwya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0295"", ""meaning-51bed848babd""]",ekacaryAyAm,एकचर्यायाम् (ekacaryāyām),01.0295,vaWi~\,vAvaRWya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0296"", ""meaning-3cfd754b3668""]",Soke,शोके (śoke),01.0296,maWi~\,mAmaRWya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0297"", ""meaning-3cfd754b3668""]",Soke,शोके (śoke),01.0297,kaWi~\,cAkaRWya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0298"", ""meaning-f88d70c1579d""]",pAlane,पालने (pālane),01.0298,muWi~\,momuRWya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0299"", ""meaning-c9d6b2c78da3""]",vibADAyAm,विबाधायाम् (vibādhāyām),01.0299,heWa~\,jeheWya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0301"", ""meaning-5fa3d59b62c4""]",gatO,गतौ (gatau),01.0301,hiqi~\,jehiRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0301"", ""meaning-f0e843d6616f""]",anAdare,अनादरे (anādare),01.0301,hiqi~\,jehiRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0302"", ""meaning-1685c224b9c2""]",saNGAte,सङ्घाते (saṅghāte),01.0302,huqi~\,johuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0303"", ""meaning-bd0d14a06dd9""]",dAhe,दाहे (dāhe),01.0303,kuqi~\,cokuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0304"", ""meaning-9daa69aeb27e""]",viBAjane,विभाजने (vibhājane),01.0304,vaqi~\,vAvaRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0305"", ""meaning-9daa69aeb27e""]",viBAjane,विभाजने (vibhājane),01.0305,maqi~\,mAmaRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0306"", ""meaning-6c1cf9a54ef6""]",pariBAzaRe,परिभाषणे (paribhāṣaṇe),01.0306,Baqi~\,bABaRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0307"", ""meaning-1685c224b9c2""]",saNGAte,सङ्घाते (saṅghāte),01.0307,piqi~\,pepiRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0308"", ""meaning-7a594643032c""]",mArjane,मार्जने (mārjane),01.0308,muqi~\,momuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0309"", ""meaning-19b8d0c56ccb""]",toqane,तोडने (toḍane),01.0309,tuqi~\,totuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0310"", ""meaning-50ac4cab38a0""]",varaRe,वरणे (varaṇe),01.0310,huqi~\,johuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0310"", ""meaning-a11ab7a98174""]",haraRe,हरणे (haraṇe),01.0310,huqi~\,johuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0311"", ""meaning-d1b95ba4c38d""]",vikasane,विकसने (vikasane),01.0311,sPuqi~\,posPuRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0312"", ""meaning-1ba393b460aa""]",kope,कोपे (kope),01.0312,caqi~\,cAcaRqya,pending,not_admitted,1
intensive,yaN,perform the base action repeatedly or intensely,3.1.22,"[""01.0313"", ""meaning-1685c224b9c2""]",saNGAte,सङ्घाते (saṅghāte),01.0313,Saqi~\,SASaRqya,pending,not_admitted,1
