base_count_key,source_codes,citations_slp1,meanings_slp1,domain_status,domain_basis,evidence_files,domain_marker_hits
"[""01.0882"", ""meaning-852640b6d632""]",01.0882,krada~\,vEklavye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0883"", ""meaning-852640b6d632""]",01.0883,klada~\,vEklavye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0884"", ""meaning-4e091298c15c""]",01.0884,YitvarA~\,samBrame,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0885"", ""meaning-6c70da685e63""]",01.0885,jvara~,roge,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0886"", ""meaning-5b3b4eb5a8ec""]",01.0886,gaqa~,secane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0887"", ""meaning-8d05d3af63ff""]",01.0887,heqa~,vezwane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0888"", ""meaning-6c1cf9a54ef6""]",01.0888,vawa~,pariBAzaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0889"", ""meaning-6c1cf9a54ef6""]",01.0889,Bawa~,pariBAzaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0890"", ""meaning-470b2e469e23""]",01.0890,Rawa~,nfttO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0890"", ""meaning-5fa3d59b62c4""]",01.0890,Rawa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0891"", ""meaning-a7d4b4f83163""]",01.0891,zwaka~,pratiGAte,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0892"", ""meaning-f8fe29ea6417""]",01.0892,caka~,tfptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0893"", ""meaning-dd4a01bcb5d7""]",01.0893,kaKe~,hasane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0894"", ""meaning-97172d4d19e3""]",01.0894,rage~,SaNkAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0895"", ""meaning-4c7ec4868083""]",01.0895,lage~,saNge,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0896"", ""meaning-f3eb70b0f3cb""]",01.0896,hrage~,saMvaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0897"", ""meaning-f3eb70b0f3cb""]",01.0897,hlage~,saMvaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0898"", ""meaning-f3eb70b0f3cb""]",01.0898,zage~,saMvaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0899"", ""meaning-f3eb70b0f3cb""]",01.0899,zwage~,saMvaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0901"", ""meaning-f0963c4573e8""]",01.0901,aka~,kuwilAyAM gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0902"", ""meaning-f0963c4573e8""]",01.0902,aga~,kuwilAyAM gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0903"", ""meaning-5fa3d59b62c4""]",01.0903,kaRa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0904"", ""meaning-5fa3d59b62c4""]",01.0904,raRa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0905"", ""meaning-5fa3d59b62c4""]",01.0905,caRa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0905"", ""meaning-a71280a34aa6""]",01.0905,caRa~,dAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0906"", ""meaning-5fa3d59b62c4""]",01.0906,SaRa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0906"", ""meaning-a71280a34aa6""]",01.0906,SaRa~,dAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0907"", ""meaning-5fa3d59b62c4""]",01.0907,SraRa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0907"", ""meaning-a71280a34aa6""]",01.0907,SraRa~,dAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0908"", ""meaning-3bf7963ee53c""]",01.0908,SraTa~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0909"", ""meaning-f3eb70b0f3cb""]",01.0909,zWage~,saMvaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0910"", ""meaning-3bf7963ee53c""]",01.0910,SlaTa~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0911"", ""meaning-3bf7963ee53c""]",01.0911,knaTa~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0912"", ""meaning-3bf7963ee53c""]",01.0912,kraTa~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0913"", ""meaning-3bf7963ee53c""]",01.0913,klaTa~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0914"", ""meaning-3bf7963ee53c""]",01.0914,cana~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0915"", ""meaning-3bf7963ee53c""]",01.0915,vana~,hiMsAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0917"", ""meaning-ded5b8f0e366""]",01.0917,hvala~,calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0918"", ""meaning-ded5b8f0e366""]",01.0918,hmala~,calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0919"", ""meaning-ce1a8263ee54""]",01.0919,smf\,ADyAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0920"", ""meaning-9d2ac4ce5ff0""]",01.0920,dF,Baye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0922"", ""meaning-d2008aed7427""]",01.0922,SrA,pAke,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0923"", ""meaning-0bcd774b3347""]",01.0923,jYA,tozaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0923"", ""meaning-5311179a75f7""]",01.0923,jYA,mAraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0923"", ""meaning-7f58839a3a12""]",01.0923,jYA,niSAmane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0924"", ""meaning-60fd95557908""]",01.0924;01.0966,cala~,kampane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0925"", ""meaning-f0924e1e2731""]",01.0925,CadiH,Urjane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0926"", ""meaning-4d1df4f58160""]",01.0926,laqa~,jihvonmaTane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0927"", ""meaning-6b718a457b59""]",01.0927;04.0105,madI~,glepane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0927"", ""meaning-a6f808d0cf60""]",01.0927;04.0105,madI~,harze,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0928"", ""meaning-2dcb1894fd9b""]",01.0928;01.0962,Dvana~,Sabde,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0929"", ""meaning-5042ee4bdbe7""]",01.0929,Samo~,darSane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0931"", ""meaning-4a150c00d1cb""]",01.0931,sKadi~\r,vidrAvaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0931"", ""meaning-5b765df1482e""]",01.0931,sKadi~\r,vidAraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0932"", ""meaning-b33a5f8e499a""]",01.0932,svana~,avataMsane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0942"", ""meaning-7e172f9d8575""]",01.0942,tfha~,vfdDO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0943"", ""meaning-7e172f9d8575""]",01.0943,tfhi~,vfdDO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0945"", ""meaning-4e72b9b55d57""]",01.0945,rugi~,varjane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0946"", ""meaning-25445656c9dd""]",01.0946,Kuqi~,gativEkalye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0947"", ""meaning-43f2891b668d""]",01.0947,mleqf~,unmAde,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0948"", ""meaning-43f2891b668d""]",01.0948,mewf~,unmAde,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0949"", ""meaning-75bd3f0c9b3d""]",01.0949,biqa~,AkroSe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0950"", ""meaning-0ce32571f69b""]",01.0950,makza~,roze,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0950"", ""meaning-1685c224b9c2""]",01.0950,makza~,saNGAte,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0952"", ""meaning-52a2ffd5acb5""]",01.0952,vAhf~\,prayatne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0953"", ""meaning-82f93da02a9e""]",01.0953,ra\ma~\,krIqAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0954"", ""meaning-8db8a7c441d3""]",01.0954,quyAcf~^,yAcYAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0955"", ""meaning-5fa3d59b62c4""]",01.0955,PaRa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0955"", ""meaning-7345560b9c17""]",01.0955,PaRa~,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0956"", ""meaning-7345560b9c17""]",01.0956,rAjf~^,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0957"", ""meaning-7345560b9c17""]",01.0957,wuBrAjf~\,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0958"", ""meaning-7345560b9c17""]",01.0958,wuBrASf~\,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0959"", ""meaning-7345560b9c17""]",01.0959,wuBlASf~\,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0960"", ""meaning-2dcb1894fd9b""]",01.0960,syamu~,Sabde,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0961"", ""meaning-2dcb1894fd9b""]",01.0961,svana~,Sabde,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0963"", ""meaning-9c2455dbaf06""]",01.0963,zama~,avEkalye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0964"", ""meaning-9c2455dbaf06""]",01.0964,zwama~,avEkalye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0965"", ""meaning-7345560b9c17""]",01.0916;01.0965,jvala~,dIptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0967"", ""meaning-a90a656bdd57""]",01.0967,jala~,GAtane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0968"", ""meaning-852640b6d632""]",01.0968,wala~,vEklavye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0969"", ""meaning-fafacdb401e6""]",01.0969,wvala~,vEkalye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0970"", ""meaning-c181e82a6fb2""]",01.0970,zWala~,sTAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0971"", ""meaning-84532f9a4e11""]",01.0971,hala~,vileKane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0972"", ""meaning-709d08cdc726""]",01.0972,Rala~,ganDe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0972"", ""meaning-8c20facfc0ac""]",01.0972,Rala~,banDane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0973"", ""meaning-5fa3d59b62c4""]",01.0973,pala~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0974"", ""meaning-8f0940e4608a""]",01.0974;10.0123,bala~,prARane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0974"", ""meaning-e647b97e44c8""]",01.0974,bala~,DAnyAvaroDane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0975"", ""meaning-993bd149cb20""]",01.0975;10.0090,pula~,mahattve,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0976"", ""meaning-3a81766933c4""]",01.0976,kula~,saMstyAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0976"", ""meaning-d3dfb6242841""]",01.0976,kula~,banDuzu,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0977"", ""meaning-5fa3d59b62c4""]",01.0977,Sala~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0978"", ""meaning-5fa3d59b62c4""]",01.0978,hula~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0978"", ""meaning-71acb423bc7c""]",01.0978,hula~,hiMsAyAM,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0978"", ""meaning-f3eb70b0f3cb""]",01.0978,hula~,saMvaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0979"", ""meaning-5fa3d59b62c4""]",01.0979,patx~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0980"", ""meaning-5154b8069dc7""]",01.0980,kzala~,saYcalane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0981"", ""meaning-b4b6e1e1d7ce""]",01.0981,kvaTe~,nizpAke,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0982"", ""meaning-5fa3d59b62c4""]",01.0982,paTe~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0983"", ""meaning-a1e0dd32df21""]",01.0983,maTe~,viloqane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0984"", ""meaning-3adb2bd1f35e""]",01.0984,wuvama~,udgiraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0985"", ""meaning-ded5b8f0e366""]",01.0985;04.0102,Bramu~,anavasTAne;calane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0986"", ""meaning-5154b8069dc7""]",01.0986,kzara~,saYcalane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0987"", ""meaning-9fecf990569a""]",01.0987,dvf\,sTagane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0988"", ""meaning-9a9f74cc2daf""]",01.0988,zaha~\,marzaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0989"", ""meaning-82f93da02a9e""]",01.0989,ra\mu~\,krIqAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0990"", ""meaning-5fa3d59b62c4""]",01.0990;06.0163,za\dx~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0990"", ""meaning-7a7231a87885""]",01.0990;06.0163,za\dx~,avasAdane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0990"", ""meaning-cccf84c0a5f4""]",01.0990;06.0163,za\dx~,viSaraRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0991"", ""meaning-6b47fc5af3bd""]",01.0991;06.0164,Sa\dx~,SAtane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0992"", ""meaning-2c105e011cf3""]",01.0992,kru\Sa~,rodane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0992"", ""meaning-4057123862d9""]",01.0992,kru\Sa~,AhvAne,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0993"", ""meaning-0cdd7bea4a12""]",01.0993,kuca~,pratizwamBe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0993"", ""meaning-16660739c5e3""]",01.0993,kuca~,samparcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0993"", ""meaning-2fb8a980f690""]",01.0993,kuca~,kOwilye,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0993"", ""meaning-84532f9a4e11""]",01.0993,kuca~,vileKane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0994"", ""meaning-147854e2a06e""]",01.0994,buDa~,avagamane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0995"", ""meaning-4e35d917671a""]",01.0995,ru\ha~,bIjajanmani,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0995"", ""meaning-dab5387f5cf1""]",01.0995,ru\ha~,prAdurBAve,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0996"", ""meaning-5fa3d59b62c4""]",01.0996,kasa~,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0997"", ""meaning-f7e0033b3f96""]",01.0997,hikka~^,avyakte Sabde,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0998"", ""meaning-3a332ba259da""]",01.0998,ancu~^,yAcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0998"", ""meaning-5fa3d59b62c4""]",01.0998,ancu~^,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0999"", ""meaning-3a332ba259da""]",01.0999,acu~^,yAcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.0999"", ""meaning-5fa3d59b62c4""]",01.0999,acu~^,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1000"", ""meaning-3a332ba259da""]",01.1000,aci~^,yAcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1000"", ""meaning-5fa3d59b62c4""]",01.1000,aci~^,gatO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1001"", ""meaning-8db8a7c441d3""]",01.1001,wuyAcf~^,yAcYAyAm,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1002"", ""meaning-6c1cf9a54ef6""]",01.1002,rewf~^,pariBAzaRe,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1003"", ""meaning-3a332ba259da""]",01.1003,cate~^,yAcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1004"", ""meaning-3a332ba259da""]",01.1004,cade~^,yAcane,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
"[""01.1005"", ""meaning-6f74ee7888b4""]",01.1005,proTf~^,paryAptO,no_domain_restriction_found_in_cited_evidence,The currently cited evidence contains no explicit domain restriction; this is not affirmative proof of unrestricted use.,,[]
